,Unnamed: 0,school_name,address,score,district,grade,lat,long
0,0,Encino Park Elementary School,"2550 Encino Rio, San Antonio, TX 78259",10.0,Public district,PK-5,N/A,N/A
1,1,International School Of America,"1400 Jackson Keller Road, San Antonio, TX 78213",10.0,Public district,9-12,29.5065034,-98.5156236
2,2,Health Careers High School,"4646 Hamilton Wolfe Road, San Antonio, TX 78229",10.0,Public district,9-12,N/A,N/A
3,3,Roan Forest Elementary School,"22710 Roan Park, San Antonio, TX 78259",10.0,Public district,PK-5,N/A,N/A
4,4,Hardy Oak Elementary School,"22900 Hardy Oak Boulevard, San Antonio, TX 78258",10.0,Public district,PK-5,N/A,N/A
5,5,Blattman Elementary School,"3300 North Loop 1604 West, San Antonio, TX 78231",10.0,Public district,PK-5,N/A,N/A
6,6,Wilderness Oak Elementary School,"21019 Wilderness Oak, San Antonio, TX 78258",10.0,Public district,PK-5,N/A,N/A
7,7,Lopez Middle School,"23103 Hardy Oak Boulevard, San Antonio, TX 78258",10.0,Public district,6-8,N/A,N/A
8,8,Aue Elementary School,"24750 Baywater Stage, San Antonio, TX 78255",10.0,Public district,PK-5,N/A,N/A
9,9,Cibolo Green Elementary School,"24315 Bulverde Green, San Antonio, TX 78261",10.0,Public district,K-5,N/A,N/A
10,10,Vineyard Ranch Elementary,"16818 Huebner Road, San Antonio, TX 78258",10.0,Public district,K-5,N/A,N/A
11,11,Virginia Allred Stacey Jr/Sr High School,"2460 Kewly Avenue, San Antonio, TX 78236",9.0,Public district,7-12,N/A,N/A
12,12,Hidden Forest Elementary School,"802 Silver Spruce Street, San Antonio, TX 78232",9.0,Public district,PK-5,N/A,N/A
13,13,Stone Oak Elementary School,"21045 Crescent Oaks, San Antonio, TX 78258",9.0,Public district,PK-5,N/A,N/A
14,14,Longs Creek Elementary School,"15806 O'Connor Road, San Antonio, TX 78247",9.0,Public district,PK-5,N/A,N/A
15,15,Bush Middle School,"1500 Evans Road, San Antonio, TX 78258",9.0,Public district,6-8,N/A,N/A
16,16,Carson Elementary School,"8151 Old Tezel Road, San Antonio, TX 78250",9.0,Public district,PK-5,N/A,N/A
17,17,Elm Creek Elementary School,"11914 Dragon Lane, San Antonio, TX 78252",9.0,Public district,PK-5,N/A,N/A
18,18,Burke Elementary School,"10111 Terra Oak, San Antonio, TX 78250",9.0,Public district,PK-5,N/A,N/A
19,19,Tejeda Middle School,"2909 East Evans Road, San Antonio, TX 78259",9.0,Public district,6-8,N/A,N/A
20,20,Krueger Elementary School,"9900 Wildhorse Parkway, San Antonio, TX 78254",9.0,Public district,PK-5,N/A,N/A
21,21,Canyon Ridge Elementary School,"20522 Stone Oak Parkway, San Antonio, TX 78258",9.0,Public district,PK-5,N/A,N/A
22,22,Bulverde Creek Elementary School,"3839 Canyon Parkway, San Antonio, TX 78259",9.0,Public district,PK-5,N/A,N/A
23,23,Johnson High School,"23203 Bulverde Road, San Antonio, TX 78259",9.0,Public district,9-12,N/A,N/A
24,24,Garcia Middle School,"14900 Kyle Seale Parkway, San Antonio, TX 78255",9.0,Public district,6-8,N/A,N/A
25,25,Young Women's Leadership Academy,"2123 West Huisache Avenue, San Antonio, TX 78201",9.0,Public charter,6-12,29.4587164,-98.5343839
26,26,Tuscany Heights Elementary School,"25001 Wilderness Oak, San Antonio, TX 78260",9.0,Public district,PK-5,N/A,N/A
27,27,Idea Carver College Preparatory,"217 Robinson Place, San Antonio, TX 78202",9.0,Public charter,6-9,N/A,N/A
28,28,Mireles Elementary School,"12260 Rockwall Mill, San Antonio, TX 78253",9.0,Public district,PK-5,N/A,N/A
29,29,Basis San Antonio North,"8519 Floyd Curl Drive, San Antonio, TX 78240",9.0,Public charter,5-12,N/A,N/A
30,30,Boldt Elementary School,"310 Hollimon Pkwy, San Antonio, TX 78253",9.0,Public district,PK-5,N/A,N/A
31,31,Woodridge Elementary School,"100 Woodridge Drive, San Antonio, TX 78209",8.0,Public district,1-5,N/A,N/A
32,32,Ft Sam Houston Elementary School,"4351 Nursery Road, San Antonio, TX 78234",8.0,Public district,PK-5,N/A,N/A
33,33,Lackland Elementary School,"2460 Kewly Avenue, San Antonio, TX 78236",8.0,Public district,PK-6,N/A,N/A
34,34,Huebner Elementary School,"16311 Huebner Road, San Antonio, TX 78248",8.0,Public district,PK-5,N/A,N/A
35,35,Oak Meadow Elementary School,"2800 Green Run Lane, San Antonio, TX 78231",8.0,Public district,PK-5,N/A,N/A
36,36,Leon Valley Elementary School,"7111 Huebner Road, San Antonio, TX 78240",8.0,Public district,PK-5,N/A,N/A
37,37,Linton Elementary School,"2103 Oak Hill Road, San Antonio, TX 78238",8.0,Public district,PK-5,N/A,N/A
38,38,Scobee Elementary School,"11223 Cedar Park, San Antonio, TX 78249",8.0,Public district,PK-5,N/A,N/A
39,39,Brauchle Elementary School,"8555 Bowens Crossing, San Antonio, TX 78250",8.0,Public district,PK-5,29.5236662,-98.6844972
40,40,Steubing Elementary School,"11655 Braefield, San Antonio, TX 78249",8.0,Public district,PK-5,N/A,N/A
41,41,Fernandez Elementary School,"6845 Ridgebrook Street, San Antonio, TX 78250",8.0,Public district,PK-5,N/A,N/A
42,42,Leon Springs Elementary School,"23881 IH 10 West, San Antonio, TX 78257",8.0,Public district,PK-5,29.6296362,-98.61333359999999
43,43,Big Country Elementary School,"11914 Dragon Lane, San Antonio, TX 78252",8.0,Public district,PK-5,N/A,N/A
44,44,Reagan High School,"19000 Ronald Reagan, San Antonio, TX 78258",8.0,Public district,9-12,N/A,N/A
45,45,Lewis Elementary School,"1000 Seascape Drive, San Antonio, TX 78251",8.0,Public district,PK-5,29.4421464,-98.6980463
46,46,Raba Elementary School,"9740 Rocksprings Street, San Antonio, TX 78251",8.0,Public district,PK-5,29.4579467,-98.6755628
47,47,Ott Elementary School,"100 North Grosenbacher Road, San Antonio, TX 78253",8.0,Public district,PK-5,N/A,N/A
48,48,Ellison Elementary School,"7132 Oak Drive, San Antonio, TX 78256",8.0,Public district,PK-5,29.63869699999999,-98.623021
49,49,Steubing Ranch Elementary School,"5100 Knoll Creek Drive, San Antonio, TX 78247",8.0,Public district,PK-5,N/A,N/A
50,50,School Of Science And Technology,"1450 Northeast Interstate 410 Loop, San Antonio, TX 78209",8.0,Public charter,6-12,N/A,N/A
51,51,Timberwood Park Elementary School,"26715 S. Glenrose, San Antonio, TX 78260",8.0,Public district,K-5,N/A,N/A
52,52,Travis Early College High School,"1915 North Main Avenue, San Antonio, TX 78212",8.0,Public charter,9-12,N/A,N/A
53,53,Driggers Elementary School,"6901 Shadow Mist Road, San Antonio, TX 78238",8.0,Public district,PK-5,N/A,N/A
54,54,Scarborough Elementary School,"12280 Silver Pointe, San Antonio, TX 78254",8.0,Public district,PK-5,N/A,N/A
55,55,Briscoe Middle School,"4265 Lone Star Parkway, San Antonio, TX 78253",8.0,Public district,6-8,N/A,N/A
56,56,School Of Science And Technology -,"12200 Crownpoint Drive, San Antonio, TX 78233",8.0,Public charter,K-8,N/A,N/A
57,57,Idea South Flores College Preparat,"6919 South Flores Street, San Antonio, TX 78221",8.0,Public charter,6-8,N/A,N/A
58,58,Idea South Flores Academy,"6919 South Flores Street, San Antonio, TX 78221",8.0,Public charter,K-4,N/A,N/A
59,59,Bulverde Ranch Middle School,"21314 Bulverde Road, San Antonio, TX 78259",8.0,Public district,6-8,N/A,N/A
60,60,Las Lomas Elementary School,"20303 Hardy Oak Boulevard, San Antonio, TX 78258",8.0,Public district,PK-5,N/A,N/A
61,61,Eleanor Kolitz Hebrew Language Academy,"12500 NW Military, San Antonio, TX 78231",8.0,Public charter,K-8,N/A,N/A
62,62,Folks Middle,"9855 Swayback Ranch, San Antonio, TX 78254",8.0,Public district,6-8,N/A,N/A
63,63,Franklin El,"9180 Silver Spot, San Antonio, TX 78254",8.0,Public district,PK-5,N/A,N/A
64,64,BASIS San Antonio North Central,"318 E. Ramsey Rd., San Antonio, TX 78216",8.0,Public charter,5-10,N/A,N/A
65,65,Great Hearts Monte Vista North,"319 East Mulberry Avenue, San Antonio, TX 78212",8.0,Public charter,K-12,N/A,N/A
66,66,Idea Monterrey Park College Preparatory,"222 Southwest 39th Street, San Antonio, TX 78237",8.0,Public charter,6-7,29.4312347,-98.57801169999999
67,67,Alamo Heights High School,"6900 Broadway Street, San Antonio, TX 78209",7.0,Public district,9-12,N/A,N/A
68,68,John Glenn Elementary School,"7284 Farm to Market Road 1628, San Antonio, TX 78263",7.0,Public district,PK-3,N/A,N/A
69,69,Robert G Cole Middle/High School,"4001 Winans Road, San Antonio, TX 78234",7.0,Public district,6-12,29.4783799,-98.4212086
70,70,Morrill Elementary School,"5200 South Flores Street, San Antonio, TX 78214",7.0,Public district,PK-5,N/A,N/A
71,71,Churchill High School,"12049 Blanco Road, San Antonio, TX 78216",7.0,Public district,9-12,N/A,N/A
72,72,Northwood Elementary School,"519 Pike Road, San Antonio, TX 78209",7.0,Public district,PK-5,N/A,N/A
73,73,Thousand Oaks Elementary School,"16080 Henderson Pass, San Antonio, TX 78232",7.0,Public district,PK-5,N/A,N/A
74,74,Bradley Middle School,"14819 Heimer Road, San Antonio, TX 78232",7.0,Public district,6-8,N/A,N/A
75,75,Evers Elementary School,"1715 Richland Hills Drive, San Antonio, TX 78251",7.0,Public district,PK-5,N/A,N/A
76,76,Stevenson Middle School,"8403 Tezel Road, San Antonio, TX 78254",7.0,Public district,6-8,N/A,N/A
77,77,Boone Elementary School,"6614 Spring Time Drive, San Antonio, TX 78249",7.0,Public district,PK-5,N/A,N/A
78,78,Braun Station Elementary School,"8631 Tezel Road, San Antonio, TX 78254",7.0,Public district,PK-5,N/A,N/A
79,79,Cody Elementary School,"10403 Dugas Drive, San Antonio, TX 78245",7.0,Public district,PK-5,N/A,N/A
80,80,Galm Elementary School,"1454 Saxonhill Drive, San Antonio, TX 78253",7.0,Public district,PK-5,N/A,N/A
81,81,Arnold Elementary School,"467 Freiling Drive, San Antonio, TX 78213",7.0,Public district,PK-5,N/A,N/A
82,82,Baskin El,"630 Crestview Drive, San Antonio, TX 78201",7.0,Public district,PK-5,N/A,N/A
83,83,Fox Technical High School,"637 North Main Avenue, San Antonio, TX 78205",7.0,Public district,9-12,N/A,N/A
84,84,Gates Elementary School,"510 Morningview Drive, San Antonio, TX 78220",7.0,Public district,PK-5,N/A,N/A
85,85,Southwest Elementary School,"11914 Dragon Lane, San Antonio, TX 78252",7.0,Public district,PK-5,N/A,N/A
86,86,Bob Hope Elementary School,"11914 Dragon Lane, San Antonio, TX 78252",7.0,Public district,PK-5,N/A,N/A
87,87,Hidden Cove Elementary School,"11914 Dragon Lane, San Antonio, TX 78252",7.0,Public district,PK-5,N/A,N/A
88,88,Kriewald Rd Elementary School,"11914 Dragon Lane, San Antonio, TX 78252",7.0,Public district,PK-5,N/A,N/A
89,89,Bexar County Academy,"1485 Hillcrest Drive, San Antonio, TX 78228",7.0,Public charter,PK-8,N/A,N/A
90,90,Wetmore Elementary School,"3250 Thousand Oaks, San Antonio, TX 78247",7.0,Public district,PK-5,N/A,N/A
91,91,Nichols Elementary School,"9560 Braun Road, San Antonio, TX 78254",7.0,Public district,PK-5,N/A,N/A
92,92,KIPP Poder Academy,"128 South Audubon Drive, San Antonio, TX 78212",7.0,Public charter,5-8,N/A,N/A
93,93,Rawlinson Middle School,"14100 Vance Jackson Road, San Antonio, TX 78249",7.0,Public district,6-8,N/A,N/A
94,94,Ward Elementary School,"8400 Cavern Hill, San Antonio, TX 78254",7.0,Public district,PK-5,N/A,N/A
95,95,Potranco Elementary School,"190 County Road 381, San Antonio, TX 78253",7.0,Public district,PK-5,N/A,N/A
96,96,Murnin Elementary School,"9019 Dugas Road, San Antonio, TX 78251",7.0,Public district,PK-5,N/A,N/A
97,97,Wanke Elementary School,"10419 Old Prue Road, San Antonio, TX 78249",7.0,Public district,PK-5,N/A,N/A
98,98,Harris Middle School,"5300 Knoll Creek Drive, San Antonio, TX 78247",7.0,Public district,6-8,N/A,N/A
99,99,Jefferson Middle School,"10900 Shaenfield Road, San Antonio, TX 78254",7.0,Public district,6-8,N/A,N/A
100,100,Hoffmann Elementary School,"12118 Volunteer Pkwy, San Antonio, TX 78253",7.0,Public district,PK-5,N/A,N/A
101,101,Idea Carver Academy,"217 Robinson Place, San Antonio, TX 78202",7.0,Public charter,K-5,N/A,N/A
102,102,Lieck Elementary School,"12600 Reid Ranch, San Antonio, TX 78245",7.0,Public district,PK-5,N/A,N/A
103,103,Alamo Heights J High School,"7607 North New Braunfels Avenue, San Antonio, TX 78209",6.0,Public district,6-8,N/A,N/A
104,104,Bellaire Elementary School,"142 East Amber Street, San Antonio, TX 78221",6.0,Public district,PK-5,N/A,N/A
105,105,Carroll Bell Elementary School,"2717 Pleasanton Road, San Antonio, TX 78221",6.0,Public district,PK-5,N/A,N/A
106,106,H W Schulze Elementary School,"9131 Yett Boulevard, San Antonio, TX 78221",6.0,Public district,PK-5,N/A,N/A
107,107,Wright Elementary School,"115 East Huff Avenue, San Antonio, TX 78214",6.0,Public district,PK-5,N/A,N/A
108,108,Castle Hills Elementary School,"200 Lemonwood Drive, San Antonio, TX 78213",6.0,Public district,PK-5,N/A,N/A
109,109,Garner Middle School,"4302 Harry Wurzbach Road, San Antonio, TX 78209",6.0,Public district,6-8,N/A,N/A
110,110,Macarthur High School,"2923 MacArthur View, San Antonio, TX 78217",6.0,Public district,9-12,N/A,N/A
111,111,Oak Grove Elementary School,"3250 Nacogdoches Road, San Antonio, TX 78217",6.0,Public district,PK-5,N/A,N/A
112,112,Olmos Elementary School,"1103 Allena Drive, San Antonio, TX 78213",6.0,Public district,PK-5,N/A,N/A
113,113,Redland Oaks Elementary School,"16650 Redland Road, San Antonio, TX 78247",6.0,Public district,PK-5,N/A,N/A
114,114,Fox Run Elementary School,"6111 Fox Creek Street, San Antonio, TX 78247",6.0,Public district,PK-5,29.5879942,-98.3675803
115,115,Glenn Elementary School,"2385 Horal Drive, San Antonio, TX 78227",6.0,Public district,PK-5,N/A,N/A
116,116,Glenoaks Elementary School,"5103 Newcome Drive, San Antonio, TX 78229",6.0,Public district,PK-5,N/A,N/A
117,117,Esparza Elementary School,"5700 Hemphill Drive, San Antonio, TX 78228",6.0,Public district,PK-5,N/A,N/A
118,118,Allen Elementary School,"101 Dumont Drive, San Antonio, TX 78227",6.0,Public district,PK-5,N/A,N/A
119,119,Holmgreen Center,"8580 Ewing Halsell Drive, San Antonio, TX 78229",6.0,Public district,PK-12,N/A,N/A
120,120,Howsman Elementary School,"11431 Vance Jackson Road, San Antonio, TX 78230",6.0,Public district,PK-5,N/A,N/A
121,121,Glass Elementary School,"519 Clearview Drive, San Antonio, TX 78228",6.0,Public district,PK-5,N/A,N/A
122,122,Powell Elementary School,"6003 Thunder Drive, San Antonio, TX 78238",6.0,Public district,PK-5,N/A,N/A
123,123,Clark High School,"5150 De Zavala Road, San Antonio, TX 78249",6.0,Public district,9-12,N/A,N/A
124,124,Taft High School,"11600 Old Farm to Market 471 West, San Antonio, TX 78253",6.0,Public district,9-12,N/A,N/A
125,125,Elrod Elementary School,"8885 Heath Circle Drive, San Antonio, TX 78250",6.0,Public district,PK-5,N/A,N/A
126,126,May Elementary School,"15707 Chase Hill Boulevard, San Antonio, TX 78256",6.0,Public district,PK-5,29.5923688,-98.6266808
127,127,Stinson Middle School,"13200 Skyhawk Drive, San Antonio, TX 78249",6.0,Public district,6-8,N/A,N/A
128,128,Huppertz Elementary School,"247 Bangor Drive, San Antonio, TX 78228",6.0,Public district,PK-5,N/A,N/A
129,129,Muriel Forbes Elementary School,"2630 Sally Gay Drive, San Antonio, TX 78223",6.0,Public district,PK-5,N/A,N/A
130,130,Smith Elementary School,"823 South Gevers Street, San Antonio, TX 78203",6.0,Public district,PK-5,N/A,N/A
131,131,Kindred Elementary School,"7811 Kindred Street, San Antonio, TX 78224",6.0,Public district,PK-5,N/A,N/A
132,132,Palo Alto Elementary School,"1725 Palo Alto Road, San Antonio, TX 78211",6.0,Public district,PK-5,N/A,N/A
133,133,Price Elementary School,"245 Price Avenue, San Antonio, TX 78211",6.0,Public district,PK-5,N/A,N/A
134,134,Sun Valley Elementary School,"11914 Dragon Lane, San Antonio, TX 78252",6.0,Public district,PK-5,N/A,N/A
135,135,Royal Ridge Elementary School,"5933 Royal Ridge, San Antonio, TX 78239",6.0,Public district,PK-5,N/A,N/A
136,136,Warren High School,"9411 Military Drive West, San Antonio, TX 78251",6.0,Public district,9-12,N/A,N/A
137,137,Luna Middle School,"200 North Grosenbacher Road, San Antonio, TX 78253",6.0,Public district,6-8,N/A,N/A
138,138,Fisher Elementary School,"3430 Barrel Pass, San Antonio, TX 78245",6.0,Public district,PK-5,N/A,N/A
139,139,Harmony Science Academy - San Antonio,"8505 Lakeside Parkway, San Antonio, TX 78245",6.0,Public charter,6-12,N/A,N/A
140,140,Brandeis High School,"13011 Kyle Seale Parkway, San Antonio, TX 78249",6.0,Public district,9-12,N/A,N/A
141,141,Forester Elementary School,"10726 Rousseau, San Antonio, TX 78245",6.0,Public district,PK-5,N/A,N/A
142,142,Langley Elementary School,"14185 Bella Vista Place, San Antonio, TX 78253",6.0,Public district,PK-5,N/A,N/A
143,143,Brennan High School,"2400 Cottonwood Way, San Antonio, TX 78253",6.0,Public district,9-12,29.45792939999999,-98.7254437
144,144,Rolling Meadows Elementary School,"17222 Farm to Market Road 2252, San Antonio, TX 78266",6.0,Public district,PK-5,N/A,N/A
145,145,Living Way Leadership Academy,"4434 Roland Road, San Antonio, TX 78222",6.0,Public charter,PK-12,N/A,N/A
146,146,Great Hearts Monte Vista,"211 Belknap Place, San Antonio, TX 78212",6.0,Public charter,K-12,N/A,N/A
147,147,Anne Frank Inspire Academy,"10325 Bandera Road, San Antonio, TX 78250",6.0,Public charter,K-12,N/A,N/A
148,148,Great Hearts Northern Oaks,"17223 Jones Maltsberger Road, San Antonio, TX 78247",6.0,Public charter,K-7,N/A,N/A
149,149,Idea Eastside College Preparatory,"2519 Martin Luther King Drive, San Antonio, TX 78220",6.0,Public charter,6,N/A,N/A
